title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,treatment_protocol_ch1,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,taxid_ch1,hyb_protocol,scan_protocol,description,data_processing,platform_id,contact_name,contact_email,contact_phone,contact_fax,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,supplementary_file,data_row_count
"""CRC-72""","""GSM543194""","""Public on Sep 01 2011""","""May 13 2010""","""Sep 01 2011""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual  (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""none""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543194/suppl/GSM543194.txt.gz""","""41000"""
"""CRC-73""","""GSM543195""","""Public on Sep 01 2011""","""May 13 2010""","""Sep 01 2011""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual  (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""none""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543195/suppl/GSM543195.txt.gz""","""41000"""
"""CRC-74""","""GSM543196""","""Public on Sep 01 2011""","""May 13 2010""","""Sep 01 2011""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual  (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""none""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543196/suppl/GSM543196.txt.gz""","""41000"""
"""CRC-75""","""GSM543197""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pMP""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""Kita-080T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543197/suppl/GSM543197.txt.gz""","""41000"""
"""CRC-76""","""GSM543198""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSE""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""Kita-109T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543198/suppl/GSM543198.txt.gz""","""41000"""
"""CRC-77""","""GSM543199""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSS""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""Kita-129T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543199/suppl/GSM543199.txt.gz""","""41000"""
"""CRC-78""","""GSM543200""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pMP""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""Kita-140T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543200/suppl/GSM543200.txt.gz""","""41000"""
"""CRC-79""","""GSM543201""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSE""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""Kita-141T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543201/suppl/GSM543201.txt.gz""","""41000"""
"""CRC-80""","""GSM543202""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSS""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""Kita-142T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543202/suppl/GSM543202.txt.gz""","""41000"""
"""CRC-81""","""GSM543203""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSS""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""Kita-145T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543203/suppl/GSM543203.txt.gz""","""41000"""
"""CRC-82""","""GSM543204""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSS""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""Kita-160T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543204/suppl/GSM543204.txt.gz""","""41000"""
"""CRC-83""","""GSM543205""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pMP""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""Kita-167T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543205/suppl/GSM543205.txt.gz""","""41000"""
"""CRC-84""","""GSM543206""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSS""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""Kita-170T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543206/suppl/GSM543206.txt.gz""","""41000"""
"""CRC-85""","""GSM543207""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSE""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""Kita-215T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543207/suppl/GSM543207.txt.gz""","""41000"""
"""CRC-86""","""GSM543208""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSE""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""Kita-217T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543208/suppl/GSM543208.txt.gz""","""41000"""
"""CRC-87""","""GSM543209""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSE""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""Kita-392T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543209/suppl/GSM543209.txt.gz""","""41000"""
"""CRC-88""","""GSM543210""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSI""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""Kita-395T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543210/suppl/GSM543210.txt.gz""","""41000"""
"""CRC-89""","""GSM543211""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSE""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""Kita-660T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543211/suppl/GSM543211.txt.gz""","""41000"""
"""CRC-90""","""GSM543212""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSE""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""Kita-765T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543212/suppl/GSM543212.txt.gz""","""41000"""
"""CRC-91""","""GSM543213""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pMP""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""Kita-802T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543213/suppl/GSM543213.txt.gz""","""41000"""
"""CRC-92""","""GSM543214""","""Public on Sep 01 2011""","""May 13 2010""","""Jan 23 2012""","""RNA""","""1""","""colorectal cancer""","""Homo sapiens""","""depth: pSE""","""Laser micro-dissection""","""total RNA""","""Total RNA was extracted with QIAGEN RNeasy minElute Spin Column (QIAGEN, Inc., Valencia, CA) according to the manufacturer's protocols.""","""Cy3""","""Cyanine (Cy)-labeled cRNA was prepared using T7 linear amplification as described in the Agilent Low RNA Input Fluorescent Linear Amplification Kit Manual (Agilent Technologies).""","""9606""","""Hybridization was carried out using the conditions specified in the Agilent Human Whole Genome Expression system.""","""Fluorescence intensities were determined with an Agilent DNA Microarray Scanner.""","""Kita-842T""","""Expression levels were quantified by G2567AA Feature Extraction Software Version A.7.5.1 (Agilent Technologies), which used the  LOWESS (locally weighted linear regression curve fit) normalization method. Further analyses were performed using GeneSpring version 7.3.""","""GPL6480""","""Koshi,,Mimori""","""kmimori@beppu.kyushu-u.ac.jp""","""81-977-27-1650""","""81-977-27-1651""","""Kyushu Univeristy Beppu Hospital""","""Department of Surgery""","""Kyushu university""","""4546 Tsurumihara""","""Beppu""","""Oita""","""874-0838""","""Japan""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM543nnn/GSM543214/suppl/GSM543214.txt.gz""","""41000"""
